date,tt,rh,pp,ws,wd,sr,rr
2024-01-03 01:30:00+00,19.69,94.0,848.945,1.813,298.4,211.6,0.0
2024-01-03 01:40:00+00,20.04,93.1,848.8183,1.582,309.3,330.6,0.0
2024-01-03 01:50:00+00,20.39,91.0,848.7033,1.553,304.2,275.6,0.0
2024-01-03 02:00:00+00,20.51,90.2,848.7,1.095,300.7,308.3,0.0
2024-01-03 02:10:00+00,20.39,88.6,848.7,0.674,274.9,184.4,0.0
2024-01-03 02:20:00+00,20.62,88.5,848.7,0.364,241.1,184.1,0.0
2024-01-03 02:30:00+00,20.82,88.4,848.6534,0.847,213.0,173.8,0.0
2024-01-03 02:40:00+00,20.59,89.9,848.6466,0.791,269.0,127.3,0.0
2024-01-03 02:50:00+00,20.05,92.3,848.67,1.136,267.1,144.7,0.0
2024-01-03 03:00:00+00,19.89,94.3,848.5599,1.56,310.5,270.0,0.0
2024-01-03 03:10:00+00,20.23,94.6,848.54,1.3,297.7,328.6,0.0
2024-01-03 03:20:00+00,20.76,94.0,848.3583,1.199,288.2,454.1,0.0
2024-01-03 03:30:00+00,21.34,90.2,848.4034,0.945,291.6,413.4,0.0
2024-01-03 03:40:00+00,21.51,89.1,848.5,1.52,292.7,392.6,0.0
2024-01-03 03:50:00+00,21.5,89.4,848.41,1.608,285.9,337.4,0.0
2024-01-03 04:00:00+00,21.64,88.8,848.225,2.294,292.1,630.9,0.0
2024-01-03 04:10:00+00,22.25,85.6,848.0661,2.09,275.7,441.4,0.0
2024-01-03 04:20:00+00,21.75,86.4,848.0,2.374,307.2,299.0,0.0
2024-01-03 04:30:00+00,21.38,88.1,847.9783,2.189,281.0,270.9,0.0
2024-01-03 04:40:00+00,21.51,87.2,847.8534,2.03,280.2,416.1,0.0
